,, - MARKET VALUE, - DIVIDEND YIELD, - PER, - PRICE INDEX, - 12M FWD DIVIDEND YIELD (%), - 12 MONTH FORWARD EARN. YIELD, - CURRENT EV / 12M FWD EBIT, - CURRENT EV / 12M FWD EBITDA, - CURRENT EV / 12M FWD SALES,#ERROR, - 12M FWD NET DEBT / EBITDA, - 12M FWD NET DEBT / EV, - 12M FWD PE vs MARKET, - 12M FWD PE vs SECTOR, - 12M FWD PRICE/BOOK, - ADJUSTMENTFACTOR, - ADJUST COEFFICIENT, - DIV PAY DATE, - EX-DIVID DATE, - DIV.PER SHR., - DIV RATE UNADJUST, - DIVIDEND TAX IND, - DIVIDEND TYPE, - DIV RATE UNADJUST, - EARNINGS PER SHR,#ERROR, - HISTORICAL VOLATILITY 5 YEARS, - MARKET VAL BY CO.,#ERROR, - ASK PRICE, - BID PRICE, - PRICE HIGH, - PRICE LOW,#ERROR, - OPENING PRICE, - RETURN IND AS PAID, - TOT RETURN IND, - TURNOVER BY VALUE, - TURNOVER BY VOLUME, - UNADJ. PRICE OPEN, - UNADJUSTED PRICE, - UNADJ. ASK PRICE, - UNADJ. BID PRICE, - UNADJ. PRICE HIGH, - UNADJ. PRICE LOW, - UNADJ. VOLUME, - VOL WGHTD AV PRICE, - BK VAL PS 12M FWD, - EV 12M FWD, - NET INCOME 12M FWD, - PRETAX PRF 12M FWD, - ROE 12M FWD, - SALES 12M FWD, -  - TURNOVER BY VOLUME,#ERROR,#ERROR, - PRICE/EBG2 RATIO, - PRICE/EBG1 RATIO, - P/CSH FLOW RATIO, - PRICE TO BOOK VAL, - , -  (#S), -  (#T), - NUMBER OF SHARES, -  - MARKET VALUE, - PRICE INDEX, - FREE FLOAT NOSH,#ERROR, - TOTAL INTANGIBLE OT ASSETS-NET, - TOTAL INVENTORIES, - CURRENT ASSETS - TOTAL, - TOTAL INVENTORIES, - CASH & SHORT TERM INVESTMENTS, CORP - RECEIVABLES(NET),#ERROR, CORP - SHORT TERM DEBT & CURRENT PORT, CORP - CURRENT LIABILITIES-TOTAL, CORP - WORKING CAPITAL, CORP - LONG TERM DEBT, CORP - TOTAL DEBT, CORP - DEFERRED TAXES,#ERROR, CORP - COMMON STOCK, CORP - PREFERRED STOCK, CORP - TOTAL CAPITAL, CORP - FUNDS FROM OPERATIONS, CORP - NET CASH FLOW-OPERATING ACTIVS, CORP - AMORTIZATION-INTANGIBLE ASSETS,#ERROR, CORP - COMMON DIVIDENDS (CASH), CORP - CASH DIVIDENDS PAID - TOTAL, CORP - NET PROCEEDS FROM SALE/ISSUE C, CORP - NET CASH FLOW - FINANCING, CORP - INCREASE/DECREASE IN CASH/SHOR, CORP - NET SALES OR REVENUES,#ERROR," CORP - SELLING, GENERAL & ADMINISTRAT", CORP - DEPRECIATION/DEPLETION/AMORT, CORP - AMORTIZATION OF INTANGIBLES, CORP - AMORTIZATION OF DEFERRED CHARG, CORP - OPERATING INCOME, CORP - INTEREST EXPENSE ON DEBT,#ERROR, CORP - RESEARCH & DEVELOPMENT, CORP - SALARIES & BENEFITS EXPENSES, CORP - EXTRAORDINARY CREDIT - PRETAX, CORP - EXTRAORDINARY CHARGE - PRETAX, CORP - PRETAX INCOME, CORP - INCOME TAXES,#ERROR, CORP - NET INC BEFORE EXTRA/PFD DIVS, CORP - PREFERRED DIVIDEND REQUIREMENT, CORP - DIVIDENDS PROVIDED/PAID-COMMON, CORP - EARNINGS BEF INTEREST & TAXES, CORP - EBIT & DEPRECIATION, CORP - NET INCOME - BASIC,#ERROR, CORP - EMPLOYEES, CORP - FY1 EPS MEAN EST, CORP - FY2 EPS MEAN EST
1579 ,61.95,37154.91,3.46,10.6,509,6.782,9.405,9.62,5.848,1.308,,NA,NA,0.83,1.06,1.329,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3223,37154.91,,86.25,86.1,88.04,84.16,,88.04,627.6,627.6,103204,1203,59,57.8,57.8,57.7,59,56.4,1795.1,85.79,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.81,1.51,1,86.25,86.25,642819,1000000,8633.72,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1580 ,59.91,35933.55,3.58,10.2,492.2,6.782,9.405,9.308,5.658,1.266,,NA,NA,0.83,1.06,1.286,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3223,35933.55,,83.86,83.26,86.84,83.11,,86.55,606.97,606.97,102160,1212.2,58,55.9,56.2,55.8,58.2,55.7,1808.8,84.29,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.59,1.46,1,83.41,83.41,642819,1000000,8514.48,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1581 ,60.34,36190.68,3.55,10.3,495.8,6.782,9.405,9.374,5.698,1.275,,NA,NA,0.83,1.06,1.295,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3222,36190.68,,84.01,83.56,84.01,82.22,,83.41,611.31,611.31,58845,706.7,55.9,56.3,56.3,56,56.3,55.1,1054.6,83.26,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.64,1.47,1,84.01,84.01,642819,1000000,8568.65,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1582 ,58.31,34969.32,3.68,9.9,479,6.782,9.405,9.062,5.509,1.232,,NA,NA,0.83,1.06,1.251,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3222,34969.32,,81.32,81.17,83.56,80.73,,83.11,590.68,590.68,65885,806.4,55.7,54.4,54.5,54.4,56,54.1,1203.4,81.7,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.41,1.42,1,81.17,81.17,642819,1000000,8535.75,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1583 ,59.91,35933.55,3.58,10.2,492.2,6.782,9.405,9.308,5.658,1.266,,NA,NA,0.83,1.06,1.286,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3221,35933.55,,83.71,83.11,84.16,81.03,,81.03,606.97,606.97,54785,658.7,54.3,55.9,56.1,55.7,56.4,54.3,982.8,83.18,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.59,1.46,1,83.41,83.41,642819,1000000,8560.28,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1584 ,58.73,35226.46,3.65,10,482.5,6.782,9.405,9.128,5.549,1.241,,NA,NA,0.83,1.06,1.26,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.322,35226.46,,81.92,81.62,83.41,81.77,,83.41,595.03,595.03,28055,341.1,55.9,54.8,54.9,54.7,55.9,54.8,509,82.25,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.46,1.43,1,81.77,81.77,642819,1000000,8581.57,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1585 ,57.77,34647.91,3.71,9.8,474.6,6.782,9.405,8.98,5.459,1.221,,NA,NA,0.83,1.06,1.24,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.322,34647.91,,80.73,80.43,81.32,79.83,,81.03,585.25,585.25,39179,485.4,54.3,53.9,54.1,53.9,54.5,53.5,724.3,80.72,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.35,1.41,1,80.43,80.43,642819,1000000,8563.05,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1586 ,57.77,34647.91,3.71,9.8,474.6,6.782,9.405,8.98,5.459,1.221,,NA,NA,0.83,1.06,1.24,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3219,34647.91,,80.43,80.28,81.03,79.83,,80.43,585.25,585.25,20424,254.7,53.9,53.9,53.9,53.8,54.3,53.5,380,80.2,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.35,1.41,1,80.43,80.43,642819,1000000,8473.87,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1587 ,56.38,33812.26,3.8,9.6,463.2,6.782,9.405,8.767,5.33,1.192,,NA,NA,0.83,1.06,1.21,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3218,33812.26,,79.09,78.49,80.28,78.49,,80.28,571.14,571.14,157078,1991.9,53.8,52.6,53,52.6,53.8,52.6,2972.2,78.86,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.2,1.37,1,78.49,78.49,642819,1000000,8377.9,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1588 ,#N/A,33812.26,3.8,9.6,463.2,6.782,9.405,8.767,5.33,1.192,,NA,NA,0.83,1.06,1.21,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3217,33812.26,,NA,NA,NA,NA,,NA,571.14,571.14,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.2,1.37,1,NA,78.49,642819,1000000,8377.9,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1589 ,56.48,33876.53,3.8,9.6,464.1,6.782,9.405,8.784,5.34,1.194,,NA,NA,0.83,1.06,1.212,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3216,33876.53,,79.09,78.64,79.53,78.49,,78.49,572.22,572.22,79876,1009.9,52.6,52.7,53,52.7,53.3,52.6,1507,79.09,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.21,1.38,1,78.64,78.64,642819,1000000,8294.12,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1590 ,55.52,33298,3.86,9.5,456.1,6.782,9.405,8.636,5.25,1.174,,NA,NA,0.83,1.06,1.191,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3215,33298,,77.44,77.29,79.38,77.15,,78.64,562.45,562.45,54366,698.7,52.7,51.8,51.9,51.8,53.2,51.7,1042.5,77.82,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.11,1.35,1,77.29,77.29,642819,1000000,8185.47,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1591 ,55.73,33426.56,3.85,9.5,457.9,6.782,9.405,8.669,5.27,1.179,,NA,NA,0.83,1.06,1.196,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3216,33426.56,,78.04,77.59,78.34,76.7,,77.44,564.62,564.62,48756,629.5,51.9,52,52.3,52,52.5,51.4,939.4,77.45,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.13,1.36,1,77.59,77.59,642819,1000000,8167.96,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1592 ,55.95,33555.13,3.83,9.5,459.6,6.782,9.405,8.702,5.29,1.183,,NA,NA,0.83,1.06,1.2,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3217,33555.13,,78.19,77.89,78.49,77.29,,78.19,566.79,566.79,20557,263.2,52.4,52.2,52.4,52.2,52.6,51.8,392.7,78.11,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.15,1.36,1,77.89,77.89,642819,1000000,8146.43,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1593 ,57.13,34262.23,3.75,9.7,469.3,6.782,9.405,8.882,5.399,1.208,,NA,NA,0.83,1.06,1.226,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3217,34262.23,,79.53,79.38,79.98,77.74,,78.19,578.74,578.74,35733,450.5,52.4,53.3,53.3,53.2,53.6,52.1,672.3,79.31,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.28,1.39,1,79.53,79.53,642819,1000000,8131.83,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1594 ,57.56,34519.35,3.72,9.8,472.9,6.782,9.405,8.948,5.439,1.217,,NA,NA,0.83,1.06,1.235,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3218,34519.35,,80.13,79.83,81.17,78.34,,78.49,583.08,583.08,30523,381.1,52.6,53.7,53.7,53.5,54.4,52.5,568.7,80.09,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.33,1.4,1,80.13,80.13,642819,1000000,8156.29,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1595 ,57.23,34326.5,3.75,9.8,470.2,6.782,9.405,8.898,5.409,1.21,,NA,NA,0.83,1.06,1.228,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,8.17,,0.3219,34326.5,,79.68,79.53,80.43,79.09,,79.38,579.82,579.82,17857,223.7,53.2,53.4,53.4,53.3,53.9,53,333.8,79.83,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.29,1.4,1,79.68,79.68,642819,1000000,8135.56,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1596 ,57.45,34455.08,3.73,10.1,472,6.782,9.405,8.931,5.429,1.214,,NA,NA,0.83,1.06,1.233,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,7.96,,0.322,34455.08,,79.98,79.83,80.13,78.79,,78.94,582,582,14986,187.8,52.9,53.6,53.6,53.5,53.7,52.8,280.3,79.78,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.32,1.4,1,79.98,79.98,642819,1000000,8108.05,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1597 ,57.13,34262.23,3.75,10,469.3,6.782,9.405,8.882,5.399,1.208,,NA,NA,0.83,1.06,1.226,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,7.96,,0.3222,34262.23,,79.53,78.94,79.53,78.79,,78.79,578.74,578.74,19522,246.5,52.8,53.3,53.3,52.9,53.3,52.8,367.8,79.2,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.28,1.39,1,79.53,79.53,642819,1000000,8053.69,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1598 ,57.34,34390.79,3.74,10,471.1,6.782,9.405,8.915,5.419,1.212,,NA,NA,0.83,1.06,1.23,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,7.96,,0.3224,34390.79,,80.28,79.83,81.03,79.09,,79.98,580.91,580.91,19711,245.7,53.6,53.5,53.8,53.5,54.3,53,366.6,80.23,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.31,1.4,1,79.83,79.83,642819,1000000,8067.6,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1599 ,57.34,34390.79,3.74,10,471.1,6.782,9.405,8.915,5.419,1.212,,NA,NA,0.83,1.06,1.23,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,7.96,,0.3225,34390.79,,80.13,79.83,80.58,79.23,,79.23,580.91,580.91,9145,114.4,53.1,53.5,53.7,53.5,54,53.1,170.8,79.92,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.31,1.4,1,79.83,79.83,642819,1000000,8140.48,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1600 ,56.59,33940.82,3.79,9.9,464.9,6.782,9.405,8.8,5.35,1.197,,NA,NA,0.83,1.06,1.214,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,7.96,,0.3227,33940.82,,78.79,78.64,80.13,78.64,,79.38,573.31,573.31,25543,322.4,53.2,52.8,52.8,52.7,53.7,52.7,481.1,79.23,64.89,34609060,3583800,4465000,13.45,28844340,1000,,,NA,NA,6.22,1.38,1,78.79,78.79,642819,1000000,8159.68,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.7,9.02
1601 ,56.27,33747.97,3.81,9.8,462.3,6.437,10.408,8.642,5.272,1.169,,NA,NA,0.78,1,1.176,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,7.96,,0.3227,33747.97,,78.34,78.19,78.94,77.29,,78.64,570.05,570.05,29993,385.3,52.7,52.5,52.5,52.4,52.9,51.8,575,77.84,66.63,34609060,3627979,4501395,13.17,29368560,1000,,,NA,NA,6.19,1.37,1,78.34,78.34,642819,1000000,8095.98,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.8,9.02
1602 ,56.16,33683.68,3.82,9.8,461.4,6.437,10.408,8.626,5.262,1.167,,NA,NA,0.78,1,1.174,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,7.96,,0.3228,33683.68,,78.49,78.19,78.64,77.74,,78.34,568.97,568.97,23834,305.1,52.5,52.4,52.6,52.4,52.7,52.1,455.2,78.13,66.63,34609060,3627979,4501395,13.17,29368560,1000,,,NA,NA,6.18,1.37,1,78.19,78.19,642819,1000000,8131.26,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.8,9.02
1603 ,57.45,34455.08,3.73,10.1,472,6.437,10.408,8.82,5.381,1.193,,NA,NA,0.78,1,1.2,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,7.96,,0.3228,34455.08,,80.13,79.98,80.88,77.89,,78.19,582,582,40082,502.3,52.4,53.6,53.7,53.6,54.2,52.2,749.5,79.8,66.63,34609060,3627979,4501395,13.17,29368560,1000,,,NA,NA,6.32,1.4,1,79.98,79.98,642819,1000000,8344.44,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.8,9.02
1604 ,59.59,35740.71,3.6,10.4,489.6,6.437,10.408,9.144,5.578,1.237,,NA,NA,0.78,1,1.245,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,7.96,,0.3228,35740.71,,82.96,82.67,82.96,79.53,,79.98,603.71,603.71,56894,692.6,53.6,55.6,55.6,55.4,55.6,53.3,1033.5,82.14,66.63,34609060,3627979,4501395,13.17,29368560,1000,,,NA,NA,6.55,1.45,1,82.96,82.96,642819,1000000,8300.66,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.8,9.02
1605 ,59.16,35483.58,3.62,10.4,486.1,6.437,10.408,9.079,5.539,1.228,,NA,NA,0.78,1,1.236,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,7.96,,0.3228,35483.58,,82.52,82.37,83.41,81.62,,83.41,599.37,599.37,26836,325.5,55.9,55.2,55.3,55.2,55.9,54.7,485.7,82.45,66.63,34609060,3627979,4501395,13.17,29368560,1000,,,NA,NA,6.51,1.44,1,82.37,82.37,642819,1000000,8396.2,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.8,9.02
1606 ,59.7,35804.99,3.59,10.4,490.5,6.437,10.408,9.16,5.588,1.239,,NA,NA,0.78,1,1.247,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,7.96,,0.3228,35804.99,,83.11,82.37,83.11,81.47,,82.37,604.8,604.8,42369,513.4,55.2,55.7,55.7,55.2,55.7,54.6,766,82.53,66.63,34609060,3627979,4501395,13.17,29368560,1000,,,NA,NA,6.57,1.46,1,83.11,83.11,642819,1000000,8394.12,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.8,9.02
1607 ,59.59,35740.71,3.6,10.4,489.6,6.437,10.408,9.144,5.578,1.237,,NA,NA,0.78,1,1.245,1.4922,NA,NA,NA,2.98,NA,NA,NA,NA,7.96,,0.3228,35740.71,,83.11,82.96,84.01,82.52,,83.56,603.71,603.71,41577,497.9,56,55.6,55.7,55.6,56.3,55.3,743,83.51,66.63,34609060,3627979,4501395,13.17,29368560,1000,,,NA,NA,6.55,1.45,1,82.96,82.96,642819,1000000,8463.61,69,,2287356,5062815,32364786,5062815,16954195,9950869,,13816773,24998045,7366741,3600000,17416773,-985074,,5163056,0,28401295,6134181,7698363,78845,,1285637,1285637,299197,1761168,1905578,29616351,,3173902,1989072,49282,2581,4034374,197795,,373677,5427958,285074,507977,4975284,969584,,3954115,0,1500626,5173079,7162151,3954115,,NA,7.8,9.02
