,, - MARKET VALUE, - DIVIDEND YIELD, - PER, - PRICE INDEX, - 12M FWD DIVIDEND YIELD (%), - 12 MONTH FORWARD EARN. YIELD, - CURRENT EV / 12M FWD EBIT, - CURRENT EV / 12M FWD EBITDA, - CURRENT EV / 12M FWD SALES,#ERROR, - 12M FWD NET DEBT / EBITDA, - 12M FWD NET DEBT / EV, - 12M FWD PE vs MARKET, - 12M FWD PE vs SECTOR, - 12M FWD PRICE/BOOK, - ADJUSTMENTFACTOR, - ADJUST COEFFICIENT, - DIV PAY DATE, - EX-DIVID DATE, - DIV.PER SHR., - DIV RATE UNADJUST, - DIVIDEND TAX IND, - DIVIDEND TYPE, - DIV RATE UNADJUST, - EARNINGS PER SHR,#ERROR, - HISTORICAL VOLATILITY 5 YEARS, - MARKET VAL BY CO.,#ERROR, - ASK PRICE, - BID PRICE, - PRICE HIGH, - PRICE LOW,#ERROR, - OPENING PRICE, - RETURN IND AS PAID, - TOT RETURN IND, - TURNOVER BY VALUE, - TURNOVER BY VOLUME, - UNADJ. PRICE OPEN, - UNADJUSTED PRICE, - UNADJ. ASK PRICE, - UNADJ. BID PRICE, - UNADJ. PRICE HIGH, - UNADJ. PRICE LOW, - UNADJ. VOLUME, - VOL WGHTD AV PRICE, - BK VAL PS 12M FWD, - EV 12M FWD, - NET INCOME 12M FWD, - PRETAX PRF 12M FWD, - ROE 12M FWD, - SALES 12M FWD, -  - TURNOVER BY VOLUME,#ERROR,#ERROR, - PRICE/EBG2 RATIO, - PRICE/EBG1 RATIO, - P/CSH FLOW RATIO, - PRICE TO BOOK VAL, - , -  (#S), -  (#T), - NUMBER OF SHARES, -  - MARKET VALUE, - PRICE INDEX, - FREE FLOAT NOSH,#ERROR, - TOTAL INTANGIBLE OT ASSETS-NET, - TOTAL INVENTORIES, - CURRENT ASSETS - TOTAL, - TOTAL INVENTORIES, - CASH & SHORT TERM INVESTMENTS, CORP - RECEIVABLES(NET),#ERROR, CORP - SHORT TERM DEBT & CURRENT PORT, CORP - CURRENT LIABILITIES-TOTAL, CORP - WORKING CAPITAL, CORP - LONG TERM DEBT, CORP - TOTAL DEBT, CORP - DEFERRED TAXES,#ERROR, CORP - COMMON STOCK, CORP - PREFERRED STOCK, CORP - TOTAL CAPITAL, CORP - FUNDS FROM OPERATIONS, CORP - NET CASH FLOW-OPERATING ACTIVS, CORP - AMORTIZATION-INTANGIBLE ASSETS,#ERROR, CORP - COMMON DIVIDENDS (CASH), CORP - CASH DIVIDENDS PAID - TOTAL, CORP - NET PROCEEDS FROM SALE/ISSUE C, CORP - NET CASH FLOW - FINANCING, CORP - INCREASE/DECREASE IN CASH/SHOR, CORP - NET SALES OR REVENUES,#ERROR," CORP - SELLING, GENERAL & ADMINISTRAT", CORP - DEPRECIATION/DEPLETION/AMORT, CORP - AMORTIZATION OF INTANGIBLES, CORP - AMORTIZATION OF DEFERRED CHARG, CORP - OPERATING INCOME, CORP - INTEREST EXPENSE ON DEBT,#ERROR, CORP - RESEARCH & DEVELOPMENT, CORP - SALARIES & BENEFITS EXPENSES, CORP - EXTRAORDINARY CREDIT - PRETAX, CORP - EXTRAORDINARY CHARGE - PRETAX, CORP - PRETAX INCOME, CORP - INCOME TAXES,#ERROR, CORP - NET INC BEFORE EXTRA/PFD DIVS, CORP - PREFERRED DIVIDEND REQUIREMENT, CORP - DIVIDENDS PROVIDED/PAID-COMMON, CORP - EARNINGS BEF INTEREST & TAXES, CORP - EBIT & DEPRECIATION, CORP - NET INCOME - BASIC,#ERROR, CORP - EMPLOYEES, CORP - FY1 EPS MEAN EST, CORP - FY2 EPS MEAN EST
243 ,33.32,33025.63,1,10.6,301,6.159,13.486,6.477,3.96,1.093,,-0.274,-0.093,0.56,0.6,0.426,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.436,33025.63,,51.17,51,51.51,50.83,,51,337.47,337.47,146683,2873.4,15,15,15.05,15,15.15,14.95,9770,51.05,119.64,24911070,4557258,5243996,12.86,30556050,1000,,,NA,NA,6.02,0.98,1,51,51,2201708,1000000,8713.79,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.45,14.39
244 ,32.99,32695.38,1.01,10.5,298,6.159,13.486,6.413,3.921,1.082,,-0.274,-0.093,0.56,0.6,0.422,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.436,32695.38,,50.66,50.49,51.34,50.49,,50.66,334.09,334.09,219699,4315.4,14.9,14.85,14.9,14.85,15.1,14.85,14673,50.91,119.64,24911070,4557258,5243996,12.86,30556050,1000,,,NA,NA,5.96,0.97,1,50.49,50.49,2201708,1000000,8747.75,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.45,14.39
245 ,32.43,32144.95,1.02,10.3,292.9,6.159,13.486,6.306,3.855,1.064,,-0.274,-0.093,0.56,0.6,0.415,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4359,32144.95,,49.81,49.64,50.83,49.47,,50.49,328.47,328.47,436779,8748.5,14.85,14.6,14.65,14.6,14.95,14.55,29746,49.93,119.64,24911070,4557258,5243996,12.86,30556050,1000,,,NA,NA,5.86,0.96,1,49.64,49.64,2201708,1000000,8750.02,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.45,14.39
246 ,31.21,30934.01,1.06,9.9,281.9,6.159,13.486,6.071,3.712,1.025,,-0.274,-0.093,0.56,0.6,0.399,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4358,30934.01,,47.94,47.77,49.81,47.77,,49.47,316.09,316.09,533468,10995.4,14.55,14.05,14.1,14.05,14.65,14.05,37386,48.52,119.64,24911070,4557258,5243996,12.86,30556050,1000,,,NA,NA,5.64,0.92,1,47.77,47.77,2201708,1000000,8642.9,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.45,14.39
247 ,30.88,30603.75,1.08,9.8,278.9,6.159,13.486,6.007,3.673,1.014,,-0.274,-0.093,0.56,0.6,0.395,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4357,30603.75,,47.43,47.26,47.6,46.92,,47.09,312.72,312.72,177528,3757.2,13.85,13.9,13.95,13.9,14,13.8,12775,47.25,119.64,24911070,4557258,5243996,12.86,30556050,1000,,,NA,NA,5.58,0.91,1,47.26,47.26,2201708,1000000,8567.82,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.45,14.39
248 ,32.21,31924.78,1.03,10.2,290.9,6.159,13.486,6.263,3.829,1.057,,-0.274,-0.093,0.56,0.6,0.412,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4357,31924.78,,49.3,49.13,49.64,47.77,,49.3,326.22,326.22,409214,8373.2,14.5,14.5,14.5,14.45,14.6,14.05,28470,48.87,119.64,24911070,4557258,5243996,12.86,30556050,1000,,,NA,NA,5.82,0.95,1,49.3,49.3,2201708,1000000,8520.02,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.45,14.39
249 ,31.1,30823.92,1.07,9.9,280.9,6.159,13.486,6.05,3.699,1.021,,-0.274,-0.093,0.56,0.6,0.398,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4357,30823.92,,47.6,47.43,51,46.58,,50.15,314.97,314.97,627772,12919.2,14.75,14,14,13.95,15,13.7,43927,48.59,119.64,24911070,4557258,5243996,12.86,30556050,1000,,,NA,NA,5.62,0.92,1,47.6,47.6,2201708,1000000,8234.78,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.45,14.39
250 ,31.54,31264.27,1.05,10,284.9,6.159,13.486,6.135,3.751,1.035,,-0.274,-0.093,0.56,0.6,0.404,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4357,31264.27,,48.28,48.11,49.3,47.94,,49.13,319.47,319.47,212363,4385.1,14.45,14.2,14.2,14.15,14.5,14.1,14910,48.43,119.64,24911070,4557258,5243996,12.86,30556050,1000,,,NA,NA,5.7,0.93,1,48.28,48.28,2201708,1000000,8324.58,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.45,14.39
251 ,30.76,30493.66,1.08,9.8,277.9,6.763,14.618,6.048,3.708,1.006,,-0.281,-0.107,0.54,0.58,0.402,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4357,30493.66,,47.26,47.09,47.6,46.92,,46.92,311.59,311.59,160040,3393.1,13.8,13.85,13.9,13.85,14,13.8,11537,47.16,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.56,0.91,1,47.09,47.09,2201708,1000000,8282.69,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
252 ,31.1,30823.92,1.07,9.9,280.9,6.763,14.618,6.113,3.747,1.017,,-0.281,-0.107,0.54,0.58,0.406,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4357,30823.92,,47.77,47.6,48.28,47.09,,47.26,314.97,314.97,260738,5464.8,13.9,14,14.05,14,14.2,13.85,18581,47.71,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.62,0.92,1,47.6,47.6,2201708,1000000,8394.75,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
253 ,31.43,31154.18,1.06,10,283.9,6.763,14.618,6.178,3.787,1.028,,-0.281,-0.107,0.54,0.58,0.41,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4357,31154.18,,48.28,48.11,48.62,47.43,,47.43,318.34,318.34,201566,4197.2,13.95,14.15,14.2,14.15,14.3,13.95,14271,48.02,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.68,0.93,1,48.11,48.11,2201708,1000000,8467.71,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
254 ,31.76,31484.43,1.05,10.1,286.9,6.763,14.618,6.242,3.827,1.038,,-0.281,-0.107,0.54,0.58,0.415,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4356,31484.43,,48.79,48.62,48.96,48.11,,48.62,321.72,321.72,242281,4981.3,14.3,14.3,14.35,14.3,14.4,14.15,16937,48.64,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.74,0.94,1,48.62,48.62,2201708,1000000,8508.04,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
255 ,31.76,31484.43,1.05,10.1,286.9,6.763,14.618,6.242,3.827,1.038,,-0.281,-0.107,0.54,0.58,0.415,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4355,31484.43,,48.79,48.62,49.3,48.62,,49.3,321.72,321.72,154172,3155.2,14.5,14.3,14.35,14.3,14.5,14.3,10728,48.86,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.74,0.94,1,48.62,48.62,2201708,1000000,8545.08,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
256 ,31.76,31484.43,1.05,10.1,286.9,6.763,14.618,6.242,3.827,1.038,,-0.281,-0.107,0.54,0.58,0.415,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4355,31484.43,,48.79,48.62,49.13,48.28,,48.62,321.72,321.72,324119,6655.9,14.3,14.3,14.35,14.3,14.45,14.2,22631,48.69,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.74,0.94,1,48.62,48.62,2201708,1000000,8576.4,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
257 ,31.65,31374.35,1.05,10.1,285.9,6.763,14.618,6.221,3.814,1.035,,-0.281,-0.107,0.54,0.58,0.413,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4355,31374.35,,48.62,48.45,49.13,48.45,,48.96,320.59,320.59,162136,3331,14.4,14.25,14.3,14.25,14.45,14.25,11326,48.67,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.72,0.93,1,48.45,48.45,2201708,1000000,8610.39,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
258 ,31.65,31374.35,1.05,10.1,285.9,6.763,14.618,6.221,3.814,1.035,,-0.281,-0.107,0.54,0.58,0.413,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4355,31374.35,,48.62,48.45,48.96,48.28,,48.96,320.59,320.59,134273,2766.4,14.4,14.25,14.3,14.25,14.4,14.2,9406,48.53,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.72,0.93,1,48.45,48.45,2201708,1000000,8553.06,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
259 ,31.99,31704.61,1.04,10.2,288.9,6.763,14.618,6.286,3.853,1.046,,-0.281,-0.107,0.54,0.58,0.418,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4355,31704.61,,48.96,48.79,48.96,48.45,,48.45,323.97,323.97,126168,2583.7,14.25,14.4,14.4,14.35,14.4,14.25,8785,48.83,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.78,0.94,1,48.96,48.96,2201708,1000000,8596.57,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
260 ,32.1,31814.69,1.03,10.2,289.9,6.763,14.618,6.307,3.866,1.049,,-0.281,-0.107,0.54,0.58,0.419,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4355,31814.69,,49.3,49.13,49.47,48.96,,49.13,325.09,325.09,137655,2794.6,14.45,14.45,14.5,14.45,14.55,14.4,9502,49.26,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.8,0.95,1,49.13,49.13,2201708,1000000,8646.31,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
261 ,31.88,31594.52,1.04,10.1,287.9,6.763,14.618,6.264,3.84,1.042,,-0.281,-0.107,0.54,0.58,0.416,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4355,31594.52,,48.79,48.62,49.47,48.28,,49.47,322.84,322.84,168419,3459,14.55,14.35,14.35,14.3,14.55,14.2,11761,48.69,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.76,0.94,1,48.79,48.79,2201708,1000000,8683.3,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
262 ,31.32,31044.09,1.06,9.9,282.9,6.763,14.618,6.156,3.774,1.024,,-0.281,-0.107,0.54,0.58,0.409,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4356,31044.09,,47.94,47.77,48.79,47.6,,48.79,317.22,317.22,176497,3676,14.35,14.1,14.1,14.05,14.35,14,12499,48.01,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.66,0.92,1,47.94,47.94,2201708,1000000,8705.13,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
263 ,#N/A,31044.09,1.06,9.9,282.9,6.763,14.618,6.156,3.774,1.024,,-0.281,-0.107,0.54,0.58,0.409,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4356,31044.09,,NA,NA,NA,NA,,NA,317.22,317.22,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.66,0.92,1,NA,47.94,2201708,1000000,8705.13,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
264 ,#N/A,31044.09,1.06,9.9,282.9,6.763,14.618,6.156,3.774,1.024,,-0.281,-0.107,0.54,0.58,0.409,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4356,31044.09,,NA,NA,NA,NA,,NA,317.22,317.22,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,5.66,0.92,1,NA,47.94,2201708,1000000,8705.13,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
265 ,33.43,33135.71,0.99,10.6,302,6.763,14.618,6.566,4.025,1.092,,-0.281,-0.107,0.54,0.58,0.437,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4356,33135.71,,NA,51.17,51.17,51.17,,51.17,338.59,338.59,221974,4337.8,15.05,15.05,NA,15.05,15.05,15.05,14749,51.17,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,6.04,0.99,1,51.17,51.17,2201708,1000000,8851.98,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
266 ,34.43,34126.48,0.96,10.9,311,6.763,14.618,6.76,4.144,1.125,,-0.281,-0.107,0.54,0.58,0.45,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4355,34126.48,,52.87,52.7,53.21,52.36,,53.21,348.71,348.71,2206741,41820,15.65,15.5,15.55,15.5,15.65,15.4,142194,52.77,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,6.22,1.02,1,52.7,52.7,2201708,1000000,8901.72,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
267 ,34.65,34346.66,0.96,11,313,6.763,14.618,6.803,4.171,1.132,,-0.281,-0.107,0.54,0.58,0.453,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4356,34346.66,,53.04,52.87,53.21,52.87,,52.87,350.96,350.96,1190321,22432,15.55,15.6,15.6,15.55,15.65,15.55,76272,53.07,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,6.26,1.02,1,53.04,53.04,2201708,1000000,8894.54,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
268 ,34.65,34346.66,0.96,11,313,6.763,14.618,6.803,4.171,1.132,,-0.281,-0.107,0.54,0.58,0.453,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4357,34346.66,,53.21,53.04,53.21,52.87,,53.04,350.96,350.96,633687,11953.9,15.6,15.6,15.65,15.6,15.65,15.55,40645,53.01,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,6.26,1.02,1,53.04,53.04,2201708,1000000,8880.27,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
269 ,34.65,34346.66,0.96,11,313,6.763,14.618,6.803,4.171,1.132,,-0.281,-0.107,0.54,0.58,0.453,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4357,34346.66,,53.21,53.04,53.38,52.87,,53.04,350.96,350.96,478688,9015.5,15.6,15.6,15.65,15.6,15.7,15.55,30654,53.1,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,6.26,1.02,1,53.04,53.04,2201708,1000000,8732.59,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
270 ,34.76,34456.74,0.96,11,314,6.763,14.618,6.825,4.184,1.135,,-0.281,-0.107,0.54,0.58,0.454,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4356,34456.74,,53.38,53.21,53.38,53.04,,53.04,352.09,352.09,698843,13153,15.6,15.65,15.7,15.65,15.7,15.6,44722,53.13,117.22,21803950,4498109,5174348,12.69,30677260,1000,,,NA,NA,6.28,1.03,1,53.21,53.21,2201708,1000000,8780.2,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,13.36,14.09
271 ,34.65,34346.66,0.96,11,313,6.611,13.411,6.582,4.038,1.116,,-0.232,-0.081,0.57,0.64,0.449,3.4001,NA,NA,NA,0.51,NA,NA,NA,NA,4.82,,0.4355,34346.66,,53.21,53.04,53.21,53.04,,53.21,350.96,350.96,365641,6887.7,15.65,15.6,15.65,15.6,15.65,15.6,23419,53.09,118.25,24621840,4605457,5281816,12.9,31100830,1000,,,NA,NA,6.26,1.02,1,53.04,53.04,2201708,1000000,8802.73,93,,2474408,5009390,20212369,5009390,8110880,6676946,,1745081,7505259,12707110,6649816,8394897,-1247555,,22053084,0,40338007,5490667,4236719,394948,,549694,549694,36900,-2668674,-732898,24973097,,2524677,2825237,0,394948,2560957,253834,,403156,4145727,45300,0,2388738,698123,,1667810,0,0,2635466,5460703,1667810,,8100,14.27,15.68
