,, - MARKET VALUE, - DIVIDEND YIELD, - PER, - PRICE INDEX, - 12M FWD DIVIDEND YIELD (%), - 12 MONTH FORWARD EARN. YIELD, - CURRENT EV / 12M FWD EBIT, - CURRENT EV / 12M FWD EBITDA, - CURRENT EV / 12M FWD SALES, - 12M FWD FREE CASH FLOW YLD (%), - 12M FWD NET DEBT / EBITDA, - 12M FWD NET DEBT / EV, - 12M FWD PE vs MARKET, - 12M FWD PE vs SECTOR, - 12M FWD PRICE/BOOK, - ADJUSTMENTFACTOR, - ADJUST COEFFICIENT, - DIV PAY DATE, - EX-DIVID DATE, - DIV.PER SHR., - DIV RATE UNADJUST, - DIVIDEND TAX IND, - DIVIDEND TYPE, - DIV RATE UNADJUST, - EARNINGS PER SHR,#ERROR, - HISTORICAL VOLATILITY 5 YEARS, - MARKET VAL BY CO.,#ERROR, - ASK PRICE, - BID PRICE, - PRICE HIGH, - PRICE LOW,#ERROR, - OPENING PRICE, - RETURN IND AS PAID, - TOT RETURN IND, - TURNOVER BY VALUE, - TURNOVER BY VOLUME, - UNADJ. PRICE OPEN, - UNADJUSTED PRICE, - UNADJ. ASK PRICE, - UNADJ. BID PRICE, - UNADJ. PRICE HIGH, - UNADJ. PRICE LOW, - UNADJ. VOLUME, - VOL WGHTD AV PRICE, - BK VAL PS 12M FWD, - EV 12M FWD, - NET INCOME 12M FWD, - PRETAX PRF 12M FWD, - ROE 12M FWD, - SALES 12M FWD, -  - TURNOVER BY VOLUME,#ERROR,#ERROR, - PRICE/EBG2 RATIO, - PRICE/EBG1 RATIO, - P/CSH FLOW RATIO, - PRICE TO BOOK VAL, - , -  (#S), -  (#T), - NUMBER OF SHARES, -  - MARKET VALUE, - PRICE INDEX, - FREE FLOAT NOSH,#ERROR, - TOTAL INTANGIBLE OT ASSETS-NET, - TOTAL INVENTORIES, - CURRENT ASSETS - TOTAL, - TOTAL INVENTORIES, - CASH & SHORT TERM INVESTMENTS, CORP - RECEIVABLES(NET),#ERROR, CORP - SHORT TERM DEBT & CURRENT PORT, CORP - CURRENT LIABILITIES-TOTAL, CORP - WORKING CAPITAL, CORP - LONG TERM DEBT, CORP - TOTAL DEBT, CORP - DEFERRED TAXES,#ERROR, CORP - COMMON STOCK, CORP - PREFERRED STOCK, CORP - TOTAL CAPITAL, CORP - FUNDS FROM OPERATIONS, CORP - NET CASH FLOW-OPERATING ACTIVS, CORP - AMORTIZATION-INTANGIBLE ASSETS,#ERROR, CORP - COMMON DIVIDENDS (CASH), CORP - CASH DIVIDENDS PAID - TOTAL, CORP - NET PROCEEDS FROM SALE/ISSUE C, CORP - NET CASH FLOW - FINANCING, CORP - INCREASE/DECREASE IN CASH/SHOR, CORP - NET SALES OR REVENUES,#ERROR," CORP - SELLING, GENERAL & ADMINISTRAT", CORP - DEPRECIATION/DEPLETION/AMORT, CORP - AMORTIZATION OF INTANGIBLES, CORP - AMORTIZATION OF DEFERRED CHARG, CORP - OPERATING INCOME, CORP - INTEREST EXPENSE ON DEBT,#ERROR, CORP - RESEARCH & DEVELOPMENT, CORP - SALARIES & BENEFITS EXPENSES, CORP - EXTRAORDINARY CREDIT - PRETAX, CORP - EXTRAORDINARY CHARGE - PRETAX, CORP - PRETAX INCOME, CORP - INCOME TAXES,#ERROR, CORP - NET INC BEFORE EXTRA/PFD DIVS, CORP - PREFERRED DIVIDEND REQUIREMENT, CORP - DIVIDENDS PROVIDED/PAID-COMMON, CORP - EARNINGS BEF INTEREST & TAXES, CORP - EBIT & DEPRECIATION, CORP - NET INCOME - BASIC,#ERROR, CORP - EMPLOYEES, CORP - FY1 EPS MEAN EST, CORP - FY2 EPS MEAN EST
93 ,22.49,272755.6,0,410.9,79.8,1.572,11.022,11.228,2.945,0.779,6.429,0.463,0.157,0.73,0.86,0.87,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3996,272755.6,,30.9,30.85,31.3,30.25,,30.25,92.08,92.08,2250803,72946,30.25,30.9,30.9,30.85,31.3,30.25,72946,30.86,35.51,381030100,29695980,30696050,9.42,487230500,1000,,,NA,NA,3.01,1.02,1,30.9,30.9,8827043,1000000,8034.49,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.32
94 ,22.09,267900.6,0,403.5,78.4,1.572,11.022,11.085,2.907,0.769,6.546,0.463,0.157,0.73,0.86,0.855,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3995,267900.6,,30.4,30.35,31.4,30.35,,31.2,90.44,90.44,1368858,44597,31.2,30.35,30.4,30.35,31.4,30.35,44597,30.7,35.51,381030100,29695980,30696050,9.42,487230500,1000,,,NA,NA,2.96,1,1,30.35,30.35,8827043,1000000,7976.74,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.32
95 ,21.98,266576.7,0,401.5,78,1.572,11.022,11.045,2.897,0.766,6.578,0.463,0.157,0.73,0.86,0.85,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3994,266576.7,,30.2,30.15,30.6,30.05,,30.2,89.99,89.99,1158490,38224,30.2,30.2,30.2,30.15,30.6,30.05,38224,30.31,35.51,381030100,29695980,30696050,9.42,487230500,1000,,,NA,NA,2.94,0.99,1,30.2,30.2,8827043,1000000,7895.03,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.32
96 ,21.55,261280.4,0,393.6,76.4,1.572,11.022,10.889,2.856,0.755,6.712,0.463,0.157,0.73,0.86,0.833,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3994,261280.4,,29.65,29.6,29.9,29.5,,29.75,88.2,88.2,1194580,40245,29.75,29.6,29.65,29.6,29.9,29.5,40245,29.68,35.51,381030100,29695980,30696050,9.42,487230500,1000,,,NA,NA,2.88,0.97,1,29.6,29.6,8827043,1000000,7829.79,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.32
97 ,21.58,261721.8,0,394.2,76.6,1.572,11.022,10.902,2.859,0.756,6.7,0.463,0.157,0.73,0.86,0.835,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3994,261721.8,,29.7,29.65,29.8,29.55,,29.6,88.35,88.35,1050962,35414,29.6,29.65,29.7,29.65,29.8,29.55,35414,29.68,35.51,381030100,29695980,30696050,9.42,487230500,1000,,,NA,NA,2.89,0.98,1,29.65,29.65,8827043,1000000,7891.58,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.32
98 ,21.4,259515,0,390.9,75.9,1.572,11.022,10.837,2.842,0.752,6.757,0.463,0.157,0.73,0.86,0.828,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3993,259515,,29.4,29.35,29.55,29.35,,29.45,87.61,87.61,799366,27164,29.45,29.4,29.4,29.35,29.55,29.35,27164,29.43,35.51,381030100,29695980,30696050,9.42,487230500,1000,,,NA,NA,2.86,0.97,1,29.4,29.4,8827043,1000000,7941.22,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.32
99 ,21.07,255542.9,0,384.9,74.8,1.572,11.022,10.719,2.811,0.744,6.862,0.463,0.157,0.73,0.86,0.815,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3993,255542.9,,29,28.95,29.3,28.9,,29.25,86.26,86.26,1639475,56500,29.25,28.95,29,28.95,29.3,28.9,56500,29.02,35.51,381030100,29695980,30696050,9.42,487230500,1000,,,NA,NA,2.82,0.95,1,28.95,28.95,8827043,1000000,7931.09,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.32
100 ,21,254660.1,0,383.6,74.5,1.572,11.022,10.693,2.805,0.742,6.886,0.463,0.157,0.73,0.86,0.812,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3993,254660.1,,28.9,28.85,29.5,28.8,,28.95,85.97,85.97,1528602,52643,28.95,28.85,28.9,28.85,29.5,28.8,52643,29.04,35.51,381030100,29695980,30696050,9.42,487230500,1000,,,NA,NA,2.81,0.95,1,28.85,28.85,8827043,1000000,7924.1,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.46,3.32
101 ,21.18,256866.9,0,386.9,75.1,1.923,11.687,10.828,2.836,0.731,8.855,0.393,0.141,0.67,0.83,0.815,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3993,256866.9,,29.1,29.05,29.2,28.7,,28.75,86.71,86.71,896214,30884,28.75,29.1,29.1,29.05,29.2,28.7,30884,29.02,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.83,0.96,1,29.1,29.1,8827043,1000000,7928.94,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
102 ,21.04,255101.5,0,384.3,74.6,1.923,11.687,10.776,2.822,0.728,8.916,0.393,0.141,0.67,0.83,0.809,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3993,255101.5,,28.95,28.9,29.4,28.9,,29.15,86.12,86.12,1024394,35236,29.15,28.9,28.95,28.9,29.4,28.9,35236,29.07,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.81,0.95,1,28.9,28.9,8827043,1000000,7927.31,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
103 ,20.6,249805.2,0,376.3,73.1,1.923,11.687,10.618,2.781,0.717,9.105,0.393,0.141,0.67,0.83,0.792,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3993,249805.2,,28.3,28.25,28.4,27.7,,28.25,84.33,84.33,1929031,68576,28.25,28.3,28.3,28.25,28.4,27.7,68576,28.13,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.76,0.93,1,28.3,28.3,8827043,1000000,7975.93,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
104 ,20.38,247157.2,0,372.3,72.3,1.923,11.687,10.539,2.76,0.712,9.202,0.393,0.141,0.67,0.83,0.784,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3994,247157.2,,28.05,28,28.55,28,,28.3,83.43,83.43,1234641,43768,28.3,28,28.05,28,28.55,28,43768,28.21,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.73,0.92,1,28,28,8827043,1000000,7940.64,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
105 ,19.87,240978.1,0,363,70.5,1.923,11.687,10.355,2.712,0.699,9.438,0.393,0.141,0.67,0.83,0.764,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3996,240978.1,,27.35,27.3,28,27.15,,28,81.35,81.35,2027330,73520,28,27.3,27.35,27.3,28,27.15,73520,27.58,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.66,0.9,1,27.3,27.3,8827043,1000000,7736.98,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
106 ,20.13,244067.7,0,367.6,71.4,1.923,11.687,10.447,2.736,0.705,9.319,0.393,0.141,0.67,0.83,0.774,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3997,244067.7,,27.65,27.6,28.35,27.3,,27.3,82.39,82.39,1237799,44527,27.3,27.65,27.65,27.6,28.35,27.3,44527,27.8,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.69,0.91,1,27.65,27.65,8827043,1000000,7689.74,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
107 ,20.35,246715.8,0,371.6,72.2,1.923,11.687,10.526,2.757,0.711,9.219,0.393,0.141,0.67,0.83,0.782,1,NA,NA,NA,0,NA,NA,NA,NA,0.08,,0.3998,246715.8,,27.95,27.9,28.05,27.5,,27.65,83.29,83.29,756226,27236,27.65,27.95,27.95,27.9,28.05,27.5,27236,27.76,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.72,0.92,1,27.95,27.95,8827043,1000000,7722.91,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
108 ,20.35,246715.8,0,13.4,72.2,1.923,11.687,10.526,2.757,0.711,9.219,0.393,0.141,0.67,0.83,0.782,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.3998,246715.8,,28,27.95,28.5,27.95,,28.25,83.29,83.29,910645,32311,28.25,27.95,28,27.95,28.5,27.95,32311,28.18,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.72,0.92,1,27.95,27.95,8827043,1000000,7741.2,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
109 ,20.13,244067.7,0,13.2,71.4,1.923,11.687,10.447,2.736,0.705,9.319,0.393,0.141,0.67,0.83,0.774,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.3999,244067.7,,27.65,27.6,28.25,27.5,,28,82.39,82.39,838421,30076,28,27.65,27.65,27.6,28.25,27.5,30076,27.88,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.69,0.91,1,27.65,27.65,8827043,1000000,7616.28,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
110 ,20.02,242743.7,0,13.2,71,1.923,11.687,10.408,2.726,0.703,9.37,0.393,0.141,0.67,0.83,0.77,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.4001,242743.7,,27.55,27.5,28.1,27.5,,27.7,81.94,81.94,876742,31530,27.7,27.5,27.55,27.5,28.1,27.5,31530,27.81,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.68,0.91,1,27.5,27.5,8827043,1000000,7668.25,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
111 ,20.27,245833.1,0,13.3,71.9,1.923,11.687,10.5,2.75,0.709,9.252,0.393,0.141,0.67,0.83,0.78,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.4001,245833.1,,27.9,27.85,28,27.65,,27.95,82.99,82.99,684066,24569,27.95,27.85,27.9,27.85,28,27.65,24569,27.84,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.71,0.92,1,27.85,27.85,8827043,1000000,7720.82,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
112 ,21.26,257749.6,0,14,75.4,1.923,11.687,10.855,2.843,0.733,8.824,0.393,0.141,0.67,0.83,0.817,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.4,257749.6,,29.25,29.2,29.35,28,,28,87.01,87.01,2616844,90601,28,29.2,29.25,29.2,29.35,28,90601,28.88,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.84,0.96,1,29.2,29.2,8827043,1000000,7830.21,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
113 ,21.11,255984.3,0,13.9,74.9,1.923,11.687,10.802,2.829,0.729,8.885,0.393,0.141,0.67,0.83,0.812,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.4,255984.3,,29.05,29,29.65,28.85,,29.5,86.41,86.41,1265489,43368,29.5,29,29.05,29,29.65,28.85,43368,29.18,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.82,0.95,1,29,29,8827043,1000000,7890.95,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
114 ,21.07,255542.9,0,13.9,74.8,1.923,11.687,10.789,2.825,0.729,8.9,0.393,0.141,0.67,0.83,0.81,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.4,255542.9,,29,28.95,29.45,28.8,,29.2,86.26,86.26,880488,30190,29.2,28.95,29,28.95,29.45,28.8,30190,29.16,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.82,0.95,1,28.95,28.95,8827043,1000000,7884.4,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
115 ,21.15,256425.4,0,13.9,75,1.923,11.687,10.815,2.832,0.73,8.87,0.393,0.141,0.67,0.83,0.813,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.4,256425.4,,29.1,29.05,29.45,29,,29.05,86.56,86.56,1220780,41827,29.05,29.05,29.1,29.05,29.45,29,41827,29.19,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.83,0.96,1,29.05,29.05,8827043,1000000,7851.31,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
116 ,21.87,265252.5,0,14.4,77.6,1.923,11.687,11.078,2.901,0.748,8.575,0.393,0.141,0.67,0.83,0.841,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.4,265252.5,,30.1,30.05,30.15,29.35,,29.5,89.54,89.54,3071480,102909,29.5,30.05,30.1,30.05,30.15,29.35,102909,29.85,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.93,0.99,1,30.05,30.05,8827043,1000000,7835.54,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
117 ,22.13,268342.1,0,14.6,78.5,1.923,11.687,11.17,2.925,0.754,8.476,0.393,0.141,0.67,0.83,0.851,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.3999,268342.1,,30.45,30.4,31.1,30.4,,30.95,90.59,90.59,2911394,94629,30.95,30.4,30.45,30.4,31.1,30.4,94629,30.77,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.96,1,1,30.4,30.4,8827043,1000000,7890.11,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
118 ,22.24,269666,0,14.6,78.9,1.923,11.687,11.209,2.936,0.757,8.434,0.393,0.141,0.67,0.83,0.855,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.3999,269666,,30.6,30.55,30.8,30.2,,30.8,91.03,91.03,1477134,48522,30.8,30.55,30.6,30.55,30.8,30.2,48522,30.44,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.98,1.01,1,30.55,30.55,8827043,1000000,8091.3,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
119 ,22.17,268783.4,0,14.6,78.6,1.923,11.687,11.183,2.929,0.755,8.462,0.393,0.141,0.67,0.83,0.852,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.3999,268783.4,,30.5,30.45,30.8,30.2,,30.8,90.73,90.73,1076611,35396,30.8,30.45,30.5,30.45,30.8,30.2,35396,30.42,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,2.97,1,1,30.45,30.45,8827043,1000000,8132.6,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
120 ,22.42,271872.8,0,14.7,79.5,1.923,11.687,11.275,2.953,0.761,8.366,0.393,0.141,0.67,0.83,0.862,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.3999,271872.8,,30.85,30.8,31.2,30.45,,30.65,91.78,91.78,2522907,81710,30.65,30.8,30.85,30.8,31.2,30.45,81710,30.88,35.72,358158600,29681600,31662750,9.61,497378800,1000,,,NA,NA,3,1.01,1,30.8,30.8,8827043,1000000,8163.82,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.39,3.38
121 ,22.24,269666,0,14.6,78.9,1.617,10.501,12.634,3.029,0.762,9.124,0.46,0.149,0.72,0.88,0.867,1,NA,NA,NA,0,NA,NA,NA,NA,2.09,,0.3997,269666,,30.6,30.55,31,30,,31,91.03,91.03,1792628,58821,31,30.55,30.6,30.55,31,30,58821,30.48,35.22,382812400,28135300,29189280,8.85,493873900,1000,,,NA,NA,2.98,1.01,1,30.55,30.55,8827043,1000000,8099.75,87,,14061967,44568106,204985595,44568106,89925756,59988629,,37449118,189378583,15607012,145119155,182568273,-3379370,,88270455,0,427443712,90642817,88852105,1386893,,0,0,4338348,878216,4055180,467157964,,21430708,88276509,681826,705067,10496664,5126179,,6423552,28460231,4049932,63849,8595981,1187894,,6692657,0,3530818,12829108,101105617,6692657,,57396,3.25,3.18
